SQL_TEXT,ELAPSED_TIME
"SELECT range, AVG(aircraft_code) FROM aircrafts_data GROUP BY range",835
"SELECT t1.*, t2.* FROM bookings t1 FULL OUTER JOIN ticket_flights t2 ON t1.book_ref = t2.fare_conditions",34297
"SELECT book_date, book_date FROM bookings WHERE book_date > DATE '2017-08-01'",535
"SELECT ticket_no, ticket_no FROM ticket_flights WHERE ticket_no = '212291'",622
"SELECT passenger_id, MIN(passenger_name) FROM tickets GROUP BY passenger_id",82408
"SELECT t1.*, t2.* FROM tickets t1 FULL OUTER JOIN aircrafts_data t2 ON t1.ticket_no = t2.aircraft_code",1004
"SELECT t1.*, t2.* FROM ticket_flights t1 RIGHT JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",196304
"SELECT t1.aircraft_code, t2.coordinates FROM flights t1 JOIN airports_data t2 ON t1.aircraft_code = t2.coordinates",4022
"SELECT flight_id, MIN(amount) FROM ticket_flights GROUP BY flight_id",105788
"SELECT departure_airport, aircraft_code FROM flights WHERE departure_airport = '918990'",1860
"SELECT aircraft_code, MIN(seat_no) FROM seats GROUP BY aircraft_code",1123
"SELECT fare_conditions, seat_no FROM seats WHERE fare_conditions = '236282'",727
"SELECT fare_conditions, seat_no FROM seats WHERE fare_conditions = '435204'",1404
"SELECT t1.model, t2.book_ref FROM aircrafts_data t1 JOIN tickets t2 ON t1.model = t2.book_ref",24983
SELECT ROUND(city) FROM airports_data,732
"SELECT book_ref, MAX(ticket_no) FROM tickets GROUP BY book_ref",53135
"SELECT t1.fare_conditions, t2.ticket_no FROM seats t1 JOIN ticket_flights t2 ON t1.fare_conditions = t2.ticket_no",39490
"SELECT t1.*, t2.* FROM ticket_flights t1 FULL OUTER JOIN bookings t2 ON t1.ticket_no = t2.book_ref",33435
"SELECT t1.*, t2.* FROM boarding_passes t1 FULL OUTER JOIN ticket_flights t2 ON t1.boarding_no = t2.amount",75537
"SELECT model, model FROM aircrafts_data WHERE model = '271545'",643
"SELECT t1.*, t2.* FROM seats t1 RIGHT JOIN bookings t2 ON t1.seat_no = t2.book_ref",1019
"SELECT t1.*, t2.* FROM bookings t1 JOIN tickets t2 ON t1.book_ref = t2.passenger_id",63514
"SELECT scheduled_departure, MIN(departure_airport) FROM flights GROUP BY scheduled_departure",4613
"SELECT t1.*, t2.* FROM aircrafts_data t1 FULL OUTER JOIN seats t2 ON t1.aircraft_code = t2.seat_no",958
"SELECT scheduled_departure, flight_id FROM flights WHERE scheduled_departure > DATE '2017-08-01'",569
"SELECT ticket_no, boarding_no FROM boarding_passes WHERE ticket_no = '823134'",957
"SELECT range, model FROM aircrafts_data WHERE range = '235961'",858
"SELECT book_date, COUNT(book_ref) FROM bookings GROUP BY book_date",17754
"SELECT range, COUNT(model) FROM aircrafts_data GROUP BY range",839
"SELECT t1.book_date, t2.actual_departure FROM bookings t1 JOIN flights t2 ON t1.book_date = t2.actual_departure",3202
"SELECT t1.*, t2.* FROM boarding_passes t1 LEFT JOIN airports_data t2 ON t1.seat_no = t2.coordinates",1329
"SELECT t1.*, t2.* FROM tickets t1 LEFT JOIN aircrafts_data t2 ON t1.passenger_name = t2.aircraft_code",1090
"SELECT t1.ticket_no, t2.seat_no FROM ticket_flights t1 JOIN boarding_passes t2 ON t1.ticket_no = t2.seat_no",106486
"SELECT t1.*, t2.* FROM bookings t1 LEFT JOIN airports_data t2 ON t1.book_ref = t2.airport_code",912
"SELECT ticket_no, MAX(book_ref) FROM tickets GROUP BY ticket_no",466
"SELECT flight_id, seat_no FROM boarding_passes WHERE flight_id = '574772'",793
"SELECT t1.*, t2.* FROM ticket_flights t1 JOIN flights t2 ON t1.flight_id = t2.flight_id",9691
"SELECT flight_id, SUM(arrival_airport) FROM flights GROUP BY flight_id",849
"SELECT ticket_no, flight_id FROM ticket_flights WHERE ticket_no = '343678'",854
"SELECT t1.*, t2.* FROM airports_data t1 FULL OUTER JOIN boarding_passes t2 ON t1.city = t2.ticket_no",1197
"SELECT t1.book_ref, t2.contact_data FROM bookings t1 JOIN tickets t2 ON t1.book_ref = t2.contact_data",29521
"SELECT ticket_no, flight_id FROM boarding_passes WHERE ticket_no = '534806'",626
"SELECT airport_name, MAX(timezone) FROM airports_data GROUP BY airport_name",666
"SELECT t1.*, t2.* FROM tickets t1 RIGHT JOIN airports_data t2 ON t1.passenger_id = t2.coordinates",27261
"SELECT t1.passenger_id, t2.fare_conditions FROM tickets t1 JOIN seats t2 ON t1.passenger_id = t2.fare_conditions",22031
"SELECT t1.ticket_no, t2.book_ref FROM tickets t1 JOIN bookings t2 ON t1.ticket_no = t2.book_ref",27132
SELECT ROUND(fare_conditions) FROM seats,796
"SELECT t1.*, t2.* FROM ticket_flights t1 JOIN tickets t2 ON t1.ticket_no = t2.contact_data",145236
"SELECT t1.passenger_name, t2.flight_no FROM tickets t1 JOIN flights t2 ON t1.passenger_name = t2.flight_no",32649
"SELECT t1.flight_id, t2.amount FROM flights t1 JOIN ticket_flights t2 ON t1.flight_id = t2.amount",11852
"SELECT t1.passenger_id, t2.fare_conditions FROM tickets t1 JOIN ticket_flights t2 ON t1.passenger_id = t2.fare_conditions",87695
"SELECT t1.*, t2.* FROM ticket_flights t1 FULL OUTER JOIN airports_data t2 ON t1.ticket_no = t2.coordinates",879
"SELECT t1.*, t2.* FROM boarding_passes t1 RIGHT JOIN ticket_flights t2 ON t1.seat_no = t2.fare_conditions",83707
"SELECT t1.*, t2.* FROM ticket_flights t1 JOIN flights t2 ON t1.fare_conditions = t2.aircraft_code",62698
"SELECT aircraft_code, seat_no FROM seats WHERE aircraft_code = '611367'",840
"SELECT airport_name, coordinates FROM airports_data WHERE airport_name = '313437'",554
"SELECT seat_no, AVG(ticket_no) FROM boarding_passes GROUP BY seat_no",67387
"SELECT t1.*, t2.* FROM aircrafts_data t1 FULL OUTER JOIN airports_data t2 ON t1.aircraft_code = t2.city",1054
"SELECT t1.*, t2.* FROM flights t1 RIGHT JOIN aircrafts_data t2 ON t1.aircraft_code = t2.model",4736
"SELECT total_amount, book_ref FROM bookings WHERE total_amount > 947",667
"SELECT aircraft_code, AVG(range) FROM aircrafts_data GROUP BY aircraft_code",601
"SELECT t1.*, t2.* FROM seats t1 LEFT JOIN boarding_passes t2 ON t1.seat_no = t2.ticket_no",18807
"SELECT coordinates, MAX(airport_name) FROM airports_data GROUP BY coordinates",753
"SELECT t1.*, t2.* FROM seats t1 FULL OUTER JOIN tickets t2 ON t1.aircraft_code = t2.contact_data",1111
"SELECT seat_no, COUNT(aircraft_code) FROM seats GROUP BY seat_no",929
"SELECT timezone, SUM(city) FROM airports_data GROUP BY timezone",667
"SELECT t1.*, t2.* FROM aircrafts_data t1 JOIN ticket_flights t2 ON t1.range = t2.flight_id",10917
"SELECT t1.*, t2.* FROM bookings t1 LEFT JOIN aircrafts_data t2 ON t1.book_ref = t2.model",931
"SELECT fare_conditions, fare_conditions FROM ticket_flights WHERE fare_conditions = '127357'",16578
"SELECT t1.*, t2.* FROM tickets t1 JOIN seats t2 ON t1.passenger_name = t2.fare_conditions",29116
"SELECT t1.arrival_airport, t2.aircraft_code FROM flights t1 JOIN seats t2 ON t1.arrival_airport = t2.aircraft_code",3346
"SELECT t1.*, t2.* FROM bookings t1 JOIN airports_data t2 ON t1.book_ref = t2.airport_code",1358
"SELECT city, SUM(coordinates) FROM airports_data GROUP BY city",689
"SELECT t1.*, t2.* FROM flights t1 LEFT JOIN airports_data t2 ON t1.arrival_airport = t2.airport_code",1212
"SELECT t1.aircraft_code, t2.aircraft_code FROM flights t1 JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",619
"SELECT t1.*, t2.* FROM bookings t1 LEFT JOIN flights t2 ON t1.total_amount = t2.flight_id",9203
"SELECT fare_conditions, fare_conditions FROM seats WHERE fare_conditions = '857024'",519
"SELECT t1.flight_id, t2.flight_id FROM flights t1 JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id",634
"SELECT t1.*, t2.* FROM flights t1 FULL OUTER JOIN airports_data t2 ON t1.flight_no = t2.coordinates",1164
"SELECT t1.*, t2.* FROM boarding_passes t1 FULL OUTER JOIN seats t2 ON t1.ticket_no = t2.fare_conditions",1216
SELECT ROUND(timezone) FROM airports_data,617
"SELECT book_ref, MAX(total_amount) FROM bookings GROUP BY book_ref",714
"SELECT t1.*, t2.* FROM ticket_flights t1 RIGHT JOIN airports_data t2 ON t1.ticket_no = t2.city",1460
"SELECT ticket_no, SUM(boarding_no) FROM boarding_passes GROUP BY ticket_no",49144
"SELECT arrival_airport, actual_departure FROM flights WHERE arrival_airport = '538477'",1835
"SELECT range, range FROM aircrafts_data WHERE range = '931643'",816
SELECT UPPER(book_ref) FROM tickets,1234
"SELECT flight_id, scheduled_departure FROM flights WHERE flight_id = '366591'",761
SELECT UPPER(ticket_no) FROM ticket_flights,661
"SELECT t1.flight_id, t2.flight_id FROM boarding_passes t1 JOIN flights t2 ON t1.flight_id = t2.flight_id",6661
"SELECT amount, fare_conditions FROM ticket_flights WHERE amount = '457958'",17650
"SELECT t1.ticket_no, t2.status FROM tickets t1 JOIN flights t2 ON t1.ticket_no = t2.status",19640
"SELECT total_amount, book_date FROM bookings WHERE total_amount > 406",814
"SELECT airport_code, city FROM airports_data WHERE airport_code = '117970'",540
"SELECT ticket_no, AVG(passenger_id) FROM tickets GROUP BY ticket_no",705
"SELECT airport_code, timezone FROM airports_data WHERE airport_code = '990089'",528
"SELECT timezone, COUNT(airport_name) FROM airports_data GROUP BY timezone",836
"SELECT t1.seat_no, t2.timezone FROM boarding_passes t1 JOIN airports_data t2 ON t1.seat_no = t2.timezone",25047
"SELECT model, range FROM aircrafts_data WHERE model = '327524'",914
"SELECT ticket_no, SUM(passenger_id) FROM tickets GROUP BY ticket_no",752
"SELECT fare_conditions, seat_no FROM seats WHERE fare_conditions = '611301'",676
SELECT LOWER(total_amount) FROM bookings,908
"SELECT t1.*, t2.* FROM tickets t1 JOIN flights t2 ON t1.ticket_no = t2.departure_airport",25791
"SELECT ticket_no, MIN(amount) FROM ticket_flights GROUP BY ticket_no",120263
"SELECT book_ref, book_date FROM bookings WHERE book_ref = '648468'",1023
"SELECT t1.timezone, t2.passenger_name FROM airports_data t1 JOIN tickets t2 ON t1.timezone = t2.passenger_name",23076
"SELECT t1.*, t2.* FROM boarding_passes t1 LEFT JOIN flights t2 ON t1.seat_no = t2.aircraft_code",8877
"SELECT seat_no, AVG(fare_conditions) FROM seats GROUP BY seat_no",691
"SELECT scheduled_departure, scheduled_departure FROM flights WHERE scheduled_departure > DATE '2017-07-01'",707
"SELECT t1.*, t2.* FROM flights t1 FULL OUTER JOIN aircrafts_data t2 ON t1.arrival_airport = t2.aircraft_code",1258
"SELECT t1.contact_data, t2.model FROM tickets t1 JOIN aircrafts_data t2 ON t1.contact_data = t2.model",23641
"SELECT t1.*, t2.* FROM seats t1 JOIN aircrafts_data t2 ON t1.fare_conditions = t2.aircraft_code",1106
"SELECT amount, fare_conditions FROM ticket_flights WHERE amount = '432048'",16782
"SELECT total_amount, total_amount FROM bookings WHERE total_amount > 789",580
"SELECT t1.*, t2.* FROM boarding_passes t1 FULL OUTER JOIN aircrafts_data t2 ON t1.seat_no = t2.model",1275
"SELECT t1.passenger_id, t2.city FROM tickets t1 JOIN airports_data t2 ON t1.passenger_id = t2.city",20825
"SELECT t1.*, t2.* FROM seats t1 LEFT JOIN tickets t2 ON t1.seat_no = t2.passenger_id",30528
"SELECT t1.*, t2.* FROM seats t1 FULL OUTER JOIN ticket_flights t2 ON t1.seat_no = t2.fare_conditions",1135
SELECT ROUND(flight_id) FROM flights,621
"SELECT t1.flight_no, t2.model FROM flights t1 JOIN aircrafts_data t2 ON t1.flight_no = t2.model",958
"SELECT t1.passenger_id, t2.seat_no FROM tickets t1 JOIN boarding_passes t2 ON t1.passenger_id = t2.seat_no",69595
"SELECT book_ref, passenger_id FROM tickets WHERE book_ref = '717538'",9534
"SELECT t1.*, t2.* FROM tickets t1 JOIN ticket_flights t2 ON t1.ticket_no = t2.ticket_no",200293
"SELECT t1.*, t2.* FROM tickets t1 LEFT JOIN flights t2 ON t1.ticket_no = t2.aircraft_code",9191
SELECT LOWER(airport_name) FROM airports_data,784
SELECT LOWER(ticket_no) FROM tickets,774
"SELECT departure_airport, actual_departure FROM flights WHERE departure_airport = '436568'",1710
"SELECT t1.*, t2.* FROM airports_data t1 JOIN tickets t2 ON t1.airport_name = t2.passenger_name",30186
"SELECT t1.aircraft_code, t2.book_ref FROM aircrafts_data t1 JOIN bookings t2 ON t1.aircraft_code = t2.book_ref",1109
"SELECT t1.timezone, t2.book_ref FROM airports_data t1 JOIN bookings t2 ON t1.timezone = t2.book_ref",857
"SELECT t1.*, t2.* FROM seats t1 LEFT JOIN ticket_flights t2 ON t1.seat_no = t2.ticket_no",36512
"SELECT t1.*, t2.* FROM aircrafts_data t1 FULL OUTER JOIN seats t2 ON t1.model = t2.aircraft_code",1210
"SELECT t1.*, t2.* FROM bookings t1 LEFT JOIN tickets t2 ON t1.book_ref = t2.contact_data",64958
"SELECT t1.*, t2.* FROM aircrafts_data t1 LEFT JOIN boarding_passes t2 ON t1.range = t2.flight_id",1560
"SELECT amount, fare_conditions FROM ticket_flights WHERE amount = '363096'",16784
"SELECT t1.city, t2.aircraft_code FROM airports_data t1 JOIN aircrafts_data t2 ON t1.city = t2.aircraft_code",717
"SELECT t1.*, t2.* FROM tickets t1 FULL OUTER JOIN seats t2 ON t1.contact_data = t2.seat_no",1065
"SELECT aircraft_code, flight_no FROM flights WHERE aircraft_code = '903514'",1485
"SELECT t1.arrival_airport, t2.contact_data FROM flights t1 JOIN tickets t2 ON t1.arrival_airport = t2.contact_data",27851
"SELECT airport_code, airport_code FROM airports_data WHERE airport_code = '495635'",571
"SELECT coordinates, MIN(city) FROM airports_data GROUP BY coordinates",816
"SELECT passenger_id, ticket_no FROM tickets WHERE passenger_id = '228843'",9340
"SELECT contact_data, SUM(book_ref) FROM tickets GROUP BY contact_data",806
"SELECT t1.total_amount, t2.boarding_no FROM bookings t1 JOIN boarding_passes t2 ON t1.total_amount = t2.boarding_no",52367
"SELECT timezone, coordinates FROM airports_data WHERE timezone = '851310'",664
"SELECT t1.flight_id, t2.boarding_no FROM ticket_flights t1 JOIN boarding_passes t2 ON t1.flight_id = t2.boarding_no",109155
"SELECT coordinates, COUNT(timezone) FROM airports_data GROUP BY coordinates",756
"SELECT t1.flight_no, t2.ticket_no FROM flights t1 JOIN boarding_passes t2 ON t1.flight_no = t2.ticket_no",28051
SELECT LOWER(book_date) FROM bookings,871
"SELECT t1.*, t2.* FROM aircrafts_data t1 LEFT JOIN airports_data t2 ON t1.model = t2.airport_code",1263
"SELECT t1.*, t2.* FROM seats t1 LEFT JOIN tickets t2 ON t1.seat_no = t2.passenger_name",28891
"SELECT t1.fare_conditions, t2.aircraft_code FROM ticket_flights t1 JOIN aircrafts_data t2 ON t1.fare_conditions = t2.aircraft_code",50916
"SELECT actual_arrival, MIN(aircraft_code) FROM flights GROUP BY actual_arrival",9858
"SELECT t1.book_ref, t2.seat_no FROM bookings t1 JOIN boarding_passes t2 ON t1.book_ref = t2.seat_no",308003
"SELECT aircraft_code, range FROM aircrafts_data WHERE aircraft_code = '551019'",800
"SELECT ticket_no, MIN(boarding_no) FROM boarding_passes GROUP BY ticket_no",66071
"SELECT boarding_no, SUM(seat_no) FROM boarding_passes GROUP BY boarding_no",796
"SELECT ticket_no, MIN(flight_id) FROM boarding_passes GROUP BY ticket_no",752
"SELECT t1.*, t2.* FROM bookings t1 FULL OUTER JOIN ticket_flights t2 ON t1.total_amount = t2.flight_id",35019
SELECT UPPER(arrival_airport) FROM flights,801
"SELECT arrival_airport, MAX(actual_arrival) FROM flights GROUP BY arrival_airport",4757
"SELECT flight_id, boarding_no FROM boarding_passes WHERE flight_id = '331923'",688
"SELECT t1.*, t2.* FROM airports_data t1 LEFT JOIN boarding_passes t2 ON t1.airport_code = t2.seat_no",36163
"SELECT model, MIN(aircraft_code) FROM aircrafts_data GROUP BY model",1186
"SELECT t1.*, t2.* FROM flights t1 RIGHT JOIN ticket_flights t2 ON t1.arrival_airport = t2.fare_conditions",9641
"SELECT t1.*, t2.* FROM airports_data t1 RIGHT JOIN flights t2 ON t1.coordinates = t2.status",1482
"SELECT seat_no, fare_conditions FROM seats WHERE seat_no = '445331'",549
"SELECT ticket_no, flight_id FROM boarding_passes WHERE ticket_no = '904514'",536
"SELECT t1.book_ref, t2.model FROM bookings t1 JOIN aircrafts_data t2 ON t1.book_ref = t2.model",971
"SELECT t1.coordinates, t2.arrival_airport FROM airports_data t1 JOIN flights t2 ON t1.coordinates = t2.arrival_airport",3151
"SELECT t1.*, t2.* FROM aircrafts_data t1 JOIN seats t2 ON t1.aircraft_code = t2.seat_no",1294
"SELECT boarding_no, AVG(seat_no) FROM boarding_passes GROUP BY boarding_no",967
"SELECT t1.*, t2.* FROM aircrafts_data t1 RIGHT JOIN flights t2 ON t1.aircraft_code = t2.arrival_airport",1272
"SELECT boarding_no, AVG(ticket_no) FROM boarding_passes GROUP BY boarding_no",65815
SELECT LOWER(airport_code) FROM airports_data,669
"SELECT aircraft_code, aircraft_code FROM aircrafts_data WHERE aircraft_code = '226444'",494
"SELECT t1.book_ref, t2.flight_no FROM bookings t1 JOIN flights t2 ON t1.book_ref = t2.flight_no",6988
"SELECT ticket_no, ticket_no FROM boarding_passes WHERE ticket_no = '222402'",596
"SELECT seat_no, seat_no FROM seats WHERE seat_no = '515083'",727
"SELECT timezone, airport_name FROM airports_data WHERE timezone = '364790'",606
"SELECT aircraft_code, aircraft_code FROM aircrafts_data WHERE aircraft_code = '354831'",697
"SELECT t1.*, t2.* FROM flights t1 JOIN boarding_passes t2 ON t1.status = t2.seat_no",44787
"SELECT t1.*, t2.* FROM ticket_flights t1 FULL OUTER JOIN boarding_passes t2 ON t1.amount = t2.boarding_no",77987
"SELECT airport_name, city FROM airports_data WHERE airport_name = '345501'",612
"SELECT city, MIN(coordinates) FROM airports_data GROUP BY city",592
SELECT LOWER(range) FROM aircrafts_data,607
"SELECT t1.book_ref, t2.ticket_no FROM tickets t1 JOIN ticket_flights t2 ON t1.book_ref = t2.ticket_no",111920
"SELECT t1.passenger_name, t2.model FROM tickets t1 JOIN aircrafts_data t2 ON t1.passenger_name = t2.model",22644
SELECT UPPER(book_date) FROM bookings,1121
"SELECT aircraft_code, model FROM aircrafts_data WHERE aircraft_code = '760781'",99627
"SELECT t1.book_ref, t2.passenger_name FROM bookings t1 JOIN tickets t2 ON t1.book_ref = t2.passenger_name",28942
"SELECT fare_conditions, flight_id FROM ticket_flights WHERE fare_conditions = '168657'",16833
"SELECT book_ref, total_amount FROM bookings WHERE book_ref = '780059'",1561
"SELECT aircraft_code, MIN(range) FROM aircrafts_data GROUP BY aircraft_code",632
"SELECT ticket_no, MAX(boarding_no) FROM boarding_passes GROUP BY ticket_no",67742
"SELECT scheduled_arrival, arrival_airport FROM flights WHERE scheduled_arrival > DATE '2017-08-01'",535
"SELECT fare_conditions, COUNT(aircraft_code) FROM seats GROUP BY fare_conditions",649
"SELECT t1.*, t2.* FROM aircrafts_data t1 FULL OUTER JOIN airports_data t2 ON t1.model = t2.airport_code",987
"SELECT total_amount, book_ref FROM bookings WHERE total_amount > 875",798
"SELECT flight_id, COUNT(seat_no) FROM boarding_passes GROUP BY flight_id",35589
"SELECT t1.amount, t2.flight_id FROM ticket_flights t1 JOIN flights t2 ON t1.amount = t2.flight_id",3907
"SELECT model, SUM(aircraft_code) FROM aircrafts_data GROUP BY model",761
